,aljazeera,alternet,americanconservative,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,cbs,cnn,commondreams,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,eff,federalist,fox,guardian,huffingtonpost,infowars,intercept,lewrockwell,mintpress,nationalreview,nbc,npr,nypost,nytimes,pjmedia,rawstory,redstate,rt,slate,spectator,techcrunch,time,usatoday,verge,vice,vox,wapo,wsj
federalist,14.225137840859533,14.430966024942474,13.768075121666454,14.435085464028608,14.435085464028608,13.768075121666454,14.430966024942474,14.225137840859533,15.368366172949893,12.551730430030187,18.471898084927844,13.390445708797847,13.836973083757611,12.247741054948715,11.060852637114843,14.779982867599688,12.937133287773785,13.674830271733518,14.280653155158822,11.161141449741857,,10.71848298833911,12.167598936710187,11.32010269064913,12.909103565622331,12.382944185254356,12.18866034622844,11.299017805647793,11.30499667087543,9.077075829551081,11.240687022886963,13.265299363510103,11.983316009231162,11.388311433389179,14.394171169141105,11.527788031474609,9.733735624380929,12.26079057244934,12.606362218299134,10.669137536123559,9.657023441249306,11.120362724269599,10.729627989106614,9.912738782996302,12.872987648411081,12.193073489145185,13.981580186411398
fox,13.386412306757192,9.434920494237156,14.435085464028608,13.14124693133817,13.14124693133817,14.435085464028608,9.434920494237156,13.386412306757192,11.464783668747272,12.618999363995737,12.588545082917172,13.393597360475718,14.937516611077307,12.273437137361595,10.785224734269557,15.776746921382907,12.510820290993138,14.59357630825348,11.515696062132768,13.110071200952717,10.71848298833911,,16.345147882416004,14.84035745880861,12.312865370445287,14.742040583318332,13.850824205087447,14.366608346664655,14.480057935871551,13.339018103730902,13.21822609155207,12.786138568809912,9.928431779583907,10.939043511126885,8.319303894328579,10.227686991441084,8.565552930495176,14.97015418701622,11.181043152711954,12.078398298975289,11.895163565905229,13.258438152215486,13.722842624352108,11.029457283957676,12.049055172812926,12.609344968194366,9.692878867557209
guardian,10.052845679781509,13.768075121666454,13.14124693133817,14.620486369671324,14.620486369671324,13.14124693133817,13.768075121666454,10.052845679781509,14.19243722907824,10.581584100447184,14.380848642817515,14.55545929906358,12.043188620353678,11.109372363254133,13.040042102807694,14.520490490471483,14.85886729065238,13.111719825654635,13.24324794456195,12.840905770185664,12.167598936710187,16.345147882416004,,13.084756660131001,10.81718148030946,15.641790798938983,13.203790787112437,15.528663775712756,15.9237168823295,14.700841324728115,16.311979015229948,11.331816599720266,11.606466367416585,12.51935252448468,9.472623600367998,11.633856140769836,12.35122266998827,11.24436667441812,13.802855622213086,9.467283922798604,17.53342904224006,15.33761963338458,11.427453654239809,14.518839531454809,13.39510546074113,13.59592019228656,15.059489145902106
huffingtonpost,14.430966024942474,14.435085464028608,14.620486369671324,12.565491346966901,12.565491346966901,14.620486369671324,14.435085464028608,14.430966024942474,10.793365658917091,9.251971547599247,12.950277288824989,12.282782477545197,15.45710871519837,13.801998868745585,13.129052324868505,14.625758256591704,12.234587385254978,10.987191139026399,10.480648781576088,10.975484201880239,11.32010269064913,14.84035745880861,13.084756660131001,,12.706879547886036,10.015051997798752,13.862464067723273,13.541595631323052,11.851971053563785,12.622154738157151,13.821067639141395,12.463514818939823,11.20544087311724,9.980059887647249,8.743132175016354,11.397847565242618,13.049419685554401,12.036330816166167,14.144135713324943,11.197010797888675,11.73003357608937,12.831608464423075,13.26347395023318,10.46269857827097,15.023935008991115,13.162596895076916,14.853954548295508
infowars,9.434920494237156,13.14124693133817,12.565491346966901,15.507173939513219,15.507173939513219,12.565491346966901,13.14124693133817,9.434920494237156,14.225137840859533,12.13140728336024,12.638560026810554,12.168365982261195,10.89135820224547,13.928083135476944,12.995984182086037,15.289478687974192,11.143692452261753,13.894000051398546,11.316350699096954,11.2170764199656,12.909103565622331,12.312865370445287,10.81718148030946,12.706879547886036,,15.978660731898518,14.209459126609557,15.17978374110993,11.877011800663208,14.071412931221651,16.330537809251815,14.566953802077334,15.387097099800457,14.452369580257127,12.849236990558612,12.100657397536557,10.467606052815881,13.821848186310087,10.952840992464791,11.071828393705516,10.590141875891565,10.466731585186146,10.693565050126516,12.193418755497875,12.50798849658895,10.133139384078227,14.378204795717405
intercept,13.768075121666454,14.620486369671324,15.507173939513219,11.19652737152709,11.19652737152709,15.507173939513219,14.620486369671324,13.768075121666454,13.386412306757192,15.368366172949893,9.821364068795535,11.173768283797228,13.794027672232675,12.767964292345315,9.126163477568673,14.554871973318225,11.873242201167322,13.638125456842763,10.02367584808447,10.480921737078553,12.382944185254356,14.742040583318332,15.641790798938983,10.015051997798752,15.978660731898518,,15.86764109999714,14.874109244401025,16.325114392900225,17.609411522844788,18.796867085699905,15.113667346677177,17.540403896249412,17.574899500964392,16.38224751053613,16.34724816132111,16.455891953914882,16.8290908744436,19.045435931793886,16.518314828269453,12.302695035491013,15.013853361496267,17.63497010546519,14.615899677301341,12.649715624872472,16.864063842621125,16.997818395832347
lewrockwell,14.435085464028608,12.565491346966901,11.19652737152709,12.30693240071978,12.30693240071978,11.19652737152709,12.565491346966901,14.435085464028608,10.052845679781509,11.464783668747272,12.551730430030187,11.894919931202589,11.46915588255617,12.956941423011083,12.95977872001709,11.117987131804712,13.223422937997732,11.673208196614798,11.50326221697811,10.147539061316257,12.18866034622844,13.850824205087447,13.203790787112437,13.862464067723273,14.209459126609557,15.86764109999714,,13.93513723306612,15.011612645580335,11.850927616368951,12.522764432267357,10.974586614351942,13.590564335758117,13.565903273402117,13.887161076801558,10.388988768446838,14.260311715603871,13.934373644337484,13.272042326201104,12.21578953649736,12.352245999611808,13.216554093857432,21.6363761015791,17.54054015641836,18.560130691493946,16.68393197249401,18.091507620387084
mintpress,13.14124693133817,15.507173939513219,12.30693240071978,8.908215905138196,8.908215905138196,12.30693240071978,15.507173939513219,13.14124693133817,14.430966024942474,14.19243722907824,12.618999363995737,18.471898084927844,12.580513979874146,12.726536393461288,13.008104852250382,14.017068852536333,13.655075258354346,14.941426138056464,11.705667019926619,9.391040278596794,11.299017805647793,14.366608346664655,15.528663775712756,13.541595631323052,15.17978374110993,14.874109244401025,13.93513723306612,,10.064952297618527,12.080564235653842,12.087252761157316,11.552726673979755,13.005285634971148,7.29663275805217,15.69323427202551,12.475126821629335,10.178991029395773,12.442031419810675,12.906326613590513,13.259764484774118,12.133753140661751,11.138179770375205,12.3845804125772,11.872253232294444,18.283358569990362,13.950943004474878,13.131186494387274
nationalreview,14.620486369671324,11.19652737152709,8.908215905138196,12.014226377772781,12.014226377772781,8.908215905138196,11.19652737152709,14.620486369671324,9.434920494237156,10.793365658917091,10.581584100447184,12.588545082917172,13.390445708797847,11.59698204841282,11.70679337962417,15.503992461288757,12.170408682569647,12.501364630955218,14.905862802771379,11.972872969970446,11.30499667087543,14.480057935871551,15.9237168823295,11.851971053563785,11.877011800663208,16.325114392900225,15.011612645580335,10.064952297618527,,13.292397871282175,11.333560325094988,10.71480442419747,14.047319012286819,13.699895202411758,14.801852988108653,12.031582436688774,15.2300110293869,14.156627361823553,14.17371056113036,14.102019319365892,13.599576935970799,13.262763966478552,11.988385209328667,10.115448237984177,13.14896266577776,9.924706022318663,8.429136075949653
nbc,12.565491346966901,12.30693240071978,12.014226377772781,12.819465036793064,12.819465036793064,12.014226377772781,12.30693240071978,12.565491346966901,13.768075121666454,14.225137840859533,9.251971547599247,14.380848642817515,13.393597360475718,13.836973083757611,15.16976957777382,11.047570411845804,11.586115956823999,13.429754838569915,11.25912390910084,12.550329675701756,9.077075829551081,13.339018103730902,14.700841324728115,12.622154738157151,14.071412931221651,17.609411522844788,11.850927616368951,12.080564235653842,13.292397871282175,,11.27433634166661,14.284434139185423,12.000963321910836,13.32612365100802,10.717041552564636,9.569579128385444,13.406424219093251,11.85815423763886,12.534048152092412,11.66443073998184,11.345019584658315,13.935991070631863,12.845060266076716,13.868857896837905,13.078244065781552,10.899102359644601,14.499154897877492
npr,15.507173939513219,8.908215905138196,12.819465036793064,14.32100430714618,14.32100430714618,12.819465036793064,8.908215905138196,15.507173939513219,14.435085464028608,13.386412306757192,12.13140728336024,12.950277288824989,14.55545929906358,14.937516611077307,12.247741054948715,12.329592054246568,12.962069140809177,12.391555848839568,10.256903802185784,11.33114777580438,11.240687022886963,13.21822609155207,16.311979015229948,13.821067639141395,16.330537809251815,18.796867085699905,12.522764432267357,12.087252761157316,11.333560325094988,11.27433634166661,,14.231156798190229,15.20124442026685,11.727887551056478,10.332275053271252,11.538139760806814,14.556170569519079,12.227742786959086,14.376899793706233,9.658392441728646,16.708131136387077,14.45535621004387,14.159223361854119,13.456597609034638,14.934405812464306,13.581144685607514,10.520481131717876
nypost,11.19652737152709,12.014226377772781,14.32100430714618,11.491198585922245,11.491198585922245,14.32100430714618,12.014226377772781,11.19652737152709,13.14124693133817,10.052845679781509,15.368366172949893,12.638560026810554,12.282782477545197,12.043188620353678,12.273437137361595,11.060852637114843,9.369461891325425,13.932617637918403,13.934207586968494,15.384437264854737,13.265299363510103,12.786138568809912,11.331816599720266,12.463514818939823,14.566953802077334,15.113667346677177,10.974586614351942,11.552726673979755,10.71480442419747,14.284434139185423,14.231156798190229,,14.69950944963089,14.21188382675692,16.81138236846847,15.446932585614766,14.092410500314838,12.250238990020957,14.150020407603932,14.19117725921142,13.888676919632504,12.77502240300728,15.73442010892069,15.226166429980141,13.210060644457117,15.364677835288633,14.525066636693783
nytimes,11.65236253265806,12.441514662544364,11.04628097444031,16.919340511874516,16.919340511874516,11.04628097444031,12.441514662544364,11.65236253265806,14.317095234354047,14.527699538822507,10.335385116945528,9.69913560266159,12.466106409565565,15.692221833384222,10.209574733325185,11.484169358145953,15.40121289169265,11.276519518350296,9.586338803878656,11.030801378512907,11.983316009231162,9.928431779583907,11.606466367416585,11.20544087311724,15.387097099800457,17.540403896249412,13.590564335758117,13.005285634971148,14.047319012286819,12.000963321910836,15.20124442026685,14.69950944963089,,16.802550914391606,13.29277623554506,14.774519108548892,12.866298739512038,14.99643642763392,11.917148587515344,14.339036463384232,17.085974072839953,11.355075003441382,16.440817053817366,14.946409154172764,15.32866734168651,15.628512021633078,15.76210728662636
pjmedia,8.121312837992974,13.72453546497739,16.919340511874516,7.6962844717104355,7.6962844717104355,16.919340511874516,13.72453546497739,8.121312837992974,11.683035615410663,8.95487949943956,14.061095635306586,12.292110171015297,11.68618030406846,11.34987407704875,13.816322323032024,11.988124627734697,15.298499911892813,13.022118513724005,15.192524283253354,9.996264134975378,11.388311433389179,10.939043511126885,12.51935252448468,9.980059887647249,14.452369580257127,17.574899500964392,13.565903273402117,7.29663275805217,13.699895202411758,13.32612365100802,11.727887551056478,14.21188382675692,16.802550914391606,,18.784024403590973,18.244890902594236,17.268079995661374,14.957851799539972,12.673158245755982,15.844944134082956,18.22606327627273,14.204500472371402,13.907784419210525,17.717445844241098,17.611728728323524,14.504073449651129,15.607223853641836
rawstory,11.080965947044486,11.04628097444031,7.6962844717104355,11.577642919920313,11.577642919920313,7.6962844717104355,11.04628097444031,11.080965947044486,15.734198649054308,13.906354804199827,10.692423519144478,13.200918178924036,12.10568050414569,12.823163372016557,14.05398014082555,13.427965211644887,14.264041934342673,12.473135682463697,13.837192844643669,13.539502757688302,14.394171169141105,8.319303894328579,9.472623600367998,8.743132175016354,12.849236990558612,16.38224751053613,13.887161076801558,15.69323427202551,14.801852988108653,10.717041552564636,10.332275053271252,16.81138236846847,13.29277623554506,18.784024403590973,,12.565872398058685,12.239462584276282,19.443876528051224,13.390177667817772,13.393286326840448,11.832802842243296,14.940069566878588,14.583841542138067,16.191518543245454,15.39511557281358,17.343513519119924,17.43197480026659
