,aljazeera,alternet,americanconservative,ap,atlantic,axios,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,economist,federalist,foreignaffairs,fox,globalresearch,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,nationalreview,nbc,neweasternoutlook,npr,nypost,nytimes,opednews,pbs,pjmedia,rawstory,redstate,reuters,rt,slate,spectator,strategicculture,time,truthdig,usatoday,veteranstoday,vice,vox,wapo,wsj
economist,6.324555320336759,7.874007874011811,7.3484692283495345,10.295630140987,10.295630140987,7.3484692283495345,7.874007874011811,6.324555320336759,23.0,7.615773105863909,12.96148139681572,10.816653826391969,12.84523257866513,17.578395831246947,15.7797338380595,26.1725046566048,5.196152422706632,18.601075237738275,12.84523257866513,18.681541692269406,,5.385164807134504,16.673332000533065,3.0,20.493901531919196,11.0,3.7416573867739413,12.68857754044952,13.152946437965905,2.0,14.212670403551895,17.46424919657298,11.445523142259598,3.605551275463989,34.0147027033899,8.246211251235321,18.681541692269406,1.4142135623730951,22.9128784747792,14.212670403551895,5.916079783099616,15.684387141358123,12.806248474865697,3.605551275463989,17.0,8.54400374531753,10.816653826391969,27.730849247724095,9.055385138137417,18.35755975068582,13.638181696985855,12.84523257866513,0.0,10.44030650891055,2.8284271247461903,12.083045973594572
federalist,4.898979485566356,9.433981132056603,10.295630140987,8.306623862918075,8.306623862918075,10.295630140987,9.433981132056603,4.898979485566356,5.744562646538029,5.385164807134504,8.306623862918075,12.68857754044952,21.6794833886788,24.758836806279895,9.055385138137417,16.492422502470642,9.695359714832659,16.278820596099706,0.0,1.4142135623730951,5.385164807134504,,43.15089802078283,30.347981810987037,35.52463933666322,31.76476034853718,25.80697580112788,29.444863728670914,32.526911934581186,27.910571473905726,21.37755832643195,30.099833886584822,4.123105625617661,11.0,15.362291495737216,10.488088481701515,2.0,31.20897306865447,5.385164807134504,16.673332000533065,3.0,20.493901531919196,11.0,3.7416573867739413,12.68857754044952,13.152946437965905,2.0,14.212670403551895,17.46424919657298,11.445523142259598,3.605551275463989,34.0147027033899,8.246211251235321,18.681541692269406,1.4142135623730951,22.9128784747792
foreignaffairs,25.96150997149434,7.3484692283495345,8.306623862918075,32.01562118716424,32.01562118716424,8.306623862918075,7.3484692283495345,25.96150997149434,2.23606797749979,8.54400374531753,9.643650760992955,12.12435565298214,10.04987562112089,16.55294535724685,8.18535277187245,33.03028912982749,31.144823004794873,23.430749027719962,10.44030650891055,22.9128784747792,16.673332000533065,43.15089802078283,,23.08679276123039,8.06225774829855,18.110770276274835,9.433981132056603,25.019992006393608,14.594519519326424,20.248456731316587,25.67099530598687,18.708286933869708,28.982753492378876,23.08679276123039,32.03123475609393,30.93541659651604,29.444863728670914,34.72751070837067,26.19160170741759,30.099833886584822,43.15089802078283,30.347981810987037,35.52463933666322,31.76476034853718,25.80697580112788,29.444863728670914,32.526911934581186,27.910571473905726,21.37755832643195,30.099833886584822,4.123105625617661,11.0,15.362291495737216,10.488088481701515,2.0,31.20897306865447
fox,7.874007874011811,10.295630140987,32.01562118716424,7.0,7.0,32.01562118716424,10.295630140987,7.874007874011811,8.306623862918075,1.4142135623730951,24.124676163629637,4.69041575982343,19.0,22.47220505424423,9.695359714832659,20.248456731316587,5.0,15.231546211727817,2.8284271247461903,14.212670403551895,3.0,30.347981810987037,23.08679276123039,,3.605551275463989,9.0,33.24154027718932,10.295630140987,21.93171219946131,11.224972160321824,17.916472867168917,6.0,7.0,8.246211251235321,8.602325267042627,9.0,37.749172176353746,23.173260452512935,26.0,20.248456731316587,9.848857801796104,27.477263328068172,23.08679276123039,8.06225774829855,18.110770276274835,9.433981132056603,25.019992006393608,14.594519519326424,20.248456731316587,25.67099530598687,18.708286933869708,28.982753492378876,23.08679276123039,32.03123475609393,30.93541659651604,29.444863728670914
globalresearch,9.433981132056603,8.306623862918075,7.0,38.379682124790975,38.379682124790975,7.0,8.306623862918075,9.433981132056603,6.324555320336759,3.1622776601683795,5.656854249492381,12.569805089976535,19.595917942265423,13.638181696985855,13.856406460551018,27.730849247724095,16.55294535724685,9.695359714832659,12.083045973594572,5.916079783099616,20.493901531919196,35.52463933666322,8.06225774829855,3.605551275463989,,20.808652046684813,4.358898943540674,6.708203932499369,35.17101079013795,10.0,22.20360331117452,8.12403840463596,20.71231517720798,9.486832980505138,4.358898943540674,11.575836902790225,8.246211251235321,6.708203932499369,25.495097567963924,29.03446228191595,9.219544457292887,11.40175425099138,6.0,20.518284528683193,3.605551275463989,9.0,33.24154027718932,10.295630140987,21.93171219946131,11.224972160321824,17.916472867168917,6.0,7.0,8.246211251235321,8.602325267042627,9.0
guardian,7.3484692283495345,32.01562118716424,38.379682124790975,15.394804318340652,15.394804318340652,38.379682124790975,32.01562118716424,7.3484692283495345,4.898979485566356,23.0,7.874007874011811,12.206555615733702,10.44030650891055,5.385164807134504,5.0,33.67491648096547,3.0,35.24202037341219,10.816653826391969,15.684387141358123,11.0,31.76476034853718,18.110770276274835,9.0,20.808652046684813,,42.40283009422838,41.48493702538308,41.48493702538308,42.720018726587654,45.28796749689701,41.593268686170845,41.701318923986086,44.31703961232068,34.19064199455752,42.40283009422838,46.2709412050371,40.22437072223753,37.12142238654117,42.720018726587654,4.242640687119285,27.202941017470888,29.34280150224242,7.0,8.0,9.486832980505138,20.808652046684813,4.358898943540674,6.708203932499369,35.17101079013795,10.0,22.20360331117452,8.12403840463596,20.71231517720798,9.486832980505138,4.358898943540674
huffingtonpost,10.295630140987,7.0,15.394804318340652,8.54400374531753,8.54400374531753,15.394804318340652,7.0,10.295630140987,25.96150997149434,5.744562646538029,7.615773105863909,11.704699910719626,2.8284271247461903,15.165750888103101,17.74823934929885,26.019223662515376,19.595917942265423,11.789826122551595,22.135943621178654,12.806248474865697,3.7416573867739413,25.80697580112788,9.433981132056603,33.24154027718932,4.358898943540674,42.40283009422838,,12.041594578792296,3.0,14.422205101855956,9.055385138137417,8.48528137423857,26.570660511172846,6.082762530298219,15.811388300841896,11.357816691600547,12.96148139681572,3.0,9.055385138137417,4.123105625617661,12.206555615733702,8.48528137423857,44.06812907306141,43.657759905886145,42.49705872175156,18.138357147217054,44.64302857109943,43.70354676682432,42.40283009422838,41.48493702538308,41.48493702538308,42.720018726587654,45.28796749689701,41.593268686170845,41.701318923986086,44.31703961232068
infowars,8.306623862918075,38.379682124790975,8.54400374531753,13.038404810405298,13.038404810405298,8.54400374531753,38.379682124790975,8.306623862918075,7.874007874011811,2.23606797749979,5.385164807134504,12.96148139681572,12.083045973594572,13.490737563232042,17.029386365926403,36.61966684720111,10.816653826391969,23.53720459187964,15.231546211727817,3.605551275463989,12.68857754044952,29.444863728670914,25.019992006393608,10.295630140987,6.708203932499369,41.48493702538308,12.041594578792296,,10.04987562112089,11.045361017187261,10.0,23.430749027719962,3.605551275463989,9.848857801796104,37.0,12.727922061357855,24.839484696748443,11.224972160321824,21.563858652847824,10.0,7.0,12.165525060596439,8.12403840463596,9.848857801796104,41.86884283091664,9.0,6.708203932499369,18.788294228055936,29.49576240750525,8.717797887081348,12.041594578792296,3.0,14.422205101855956,9.055385138137417,8.48528137423857,26.570660511172846
intercept,32.01562118716424,15.394804318340652,13.038404810405298,16.24807680927192,16.24807680927192,13.038404810405298,15.394804318340652,32.01562118716424,9.433981132056603,8.306623862918075,8.54400374531753,8.306623862918075,10.816653826391969,3.0,18.35755975068582,31.144823004794873,4.69041575982343,11.704699910719626,17.26267650163207,17.0,13.152946437965905,32.526911934581186,14.594519519326424,21.93171219946131,35.17101079013795,41.48493702538308,3.0,10.04987562112089,,29.13760456866693,3.0,3.7416573867739413,10.862780491200215,15.264337522473747,9.433981132056603,1.0,31.160872901765767,5.0990195135927845,16.583123951777,3.4641016151377544,19.209372712298546,10.862780491200215,5.385164807134504,12.083045973594572,11.045361017187261,1.0,10.44030650891055,44.9221548904324,3.1622776601683795,4.0,29.154759474226502,29.444863728670914,10.04987562112089,11.045361017187261,10.0,23.430749027719962
jacobinmag,7.0,8.54400374531753,16.24807680927192,8.12403840463596,8.12403840463596,16.24807680927192,8.54400374531753,7.0,7.3484692283495345,6.324555320336759,1.4142135623730951,9.643650760992955,12.68857754044952,12.84523257866513,19.949937343260004,12.206555615733702,12.206555615733702,18.708286933869708,10.816653826391969,8.54400374531753,2.0,27.910571473905726,20.248456731316587,11.224972160321824,10.0,42.720018726587654,14.422205101855956,11.045361017187261,29.13760456866693,,8.246211251235321,33.18132004607411,15.132745950421556,18.110770276274835,12.727922061357855,6.082762530298219,19.467922333931785,15.0,16.278820596099706,10.0,7.0,17.146428199482248,11.357816691600547,12.727922061357855,17.52141546793523,11.575836902790225,21.2602916254693,15.0,9.899494936611665,8.54400374531753,41.7612260356422,6.782329983125268,9.055385138137417,23.108440016582687,29.13760456866693,3.0
