,aljazeera,alternet,americanconservative,americanthinker,antiwar,ap,atlantic,bbc,breitbart,businessinsider,buzzfeed,canary,cbs,cnbc,cnn,commondreams,consortium,conversation,counterpunch,dailycaller,dailykos,dailymail,dailywire,economist,federalist,fivethirtyeight,foreignaffairs,fox,globalresearch,grayzone,guardian,huffingtonpost,infowars,intercept,jacobinmag,lewrockwell,mintpress,motherjones,nationalreview,nbc,neweasternoutlook,newyorker,npr,nypost,nytimes,observerny,offguardian,opednews,pbs,peoplesdaily,pjmedia,propublica,psychologytoday,rawstory,redstate,reuters,reveal,rt,scientificamerican,shadowproof,slate,snopes,socialistproject,spectator,strategicculture,techcrunch,time,townhall,truthdig,usatoday,verge,veteranstoday,vice,vox,wapo,wsj
nypost,5.0990195135927845,9.0,5.0,3.7416573867739413,3.7416573867739413,5.0,9.0,5.0990195135927845,5.385164807134504,8.12403840463596,7.681145747868608,4.242640687119285,5.0990195135927845,5.656854249492381,3.3166247903554,7.54983443527075,7.3484692283495345,2.23606797749979,5.916079783099616,6.082762530298219,2.0,3.605551275463989,7.3484692283495345,4.69041575982343,5.196152422706632,3.605551275463989,7.0,7.0710678118654755,6.164414002968976,7.874007874011811,3.605551275463989,3.3166247903554,8.306623862918075,5.0990195135927845,1.7320508075688772,6.0,9.486832980505138,5.0,7.54983443527075,6.324555320336759,5.916079783099616,5.196152422706632,10.04987562112089,,5.385164807134504,8.774964387392123,4.898979485566356,5.0990195135927845,3.0,8.306623862918075,3.1622776601683795,8.306623862918075,2.449489742783178,9.433981132056603,9.273618495495704,8.246211251235321,4.58257569495584,9.433981132056603,5.0,9.433981132056603,6.928203230275509,5.916079783099616,8.94427190999916,9.486832980505138,7.681145747868608,9.055385138137417,5.916079783099616,7.3484692283495345,7.874007874011811,5.916079783099616,6.0,10.63014581273465,4.58257569495584,6.928203230275509,7.14142842854285,4.358898943540674
nytimes,9.433981132056603,7.14142842854285,3.7416573867739413,2.8284271247461903,2.8284271247461903,3.7416573867739413,7.14142842854285,9.433981132056603,7.0710678118654755,9.486832980505138,8.12403840463596,9.273618495495704,7.483314773547883,11.445523142259598,9.273618495495704,3.3166247903554,7.0,7.280109889280518,8.831760866327848,7.615773105863909,9.486832980505138,8.0,4.58257569495584,5.916079783099616,8.12403840463596,9.695359714832659,5.385164807134504,1.4142135623730951,6.708203932499369,4.242640687119285,5.0990195135927845,1.7320508075688772,8.602325267042627,7.0,9.38083151964686,10.04987562112089,2.449489742783178,7.615773105863909,10.0,2.23606797749979,7.0710678118654755,2.8284271247461903,10.198039027185569,5.385164807134504,,9.273618495495704,2.449489742783178,6.324555320336759,2.23606797749979,4.123105625617661,5.477225575051661,7.483314773547883,2.23606797749979,7.483314773547883,4.58257569495584,7.211102550927978,8.306623862918075,7.0,7.3484692283495345,8.366600265340756,2.0,7.211102550927978,8.306623862918075,2.449489742783178,7.810249675906654,6.708203932499369,7.0710678118654755,8.06225774829855,3.7416573867739413,7.14142842854285,7.681145747868608,2.449489742783178,3.0,8.12403840463596,5.477225575051661,4.58257569495584
observerny,7.874007874011811,5.0,2.8284271247461903,9.1104335791443,9.1104335791443,2.8284271247461903,5.0,7.874007874011811,11.40175425099138,8.06225774829855,5.830951894845301,9.0,9.486832980505138,6.557438524302,9.433981132056603,6.782329983125268,3.605551275463989,9.433981132056603,3.7416573867739413,9.899494936611665,1.7320508075688772,6.557438524302,8.12403840463596,6.557438524302,5.196152422706632,8.306623862918075,3.605551275463989,8.54400374531753,5.385164807134504,6.708203932499369,9.539392014169456,8.366600265340756,6.708203932499369,6.164414002968976,5.477225575051661,5.477225575051661,5.477225575051661,5.656854249492381,8.602325267042627,8.717797887081348,5.916079783099616,5.0990195135927845,8.602325267042627,8.774964387392123,9.273618495495704,,7.211102550927978,9.1104335791443,5.744562646538029,2.23606797749979,5.0990195135927845,5.0990195135927845,10.04987562112089,7.280109889280518,7.3484692283495345,7.280109889280518,9.38083151964686,6.4031242374328485,7.483314773547883,6.48074069840786,11.532562594670797,5.916079783099616,4.123105625617661,6.4031242374328485,11.224972160321824,4.123105625617661,7.874007874011811,2.0,7.810249675906654,6.6332495807108,6.082762530298219,7.0710678118654755,8.602325267042627,4.123105625617661,5.0990195135927845,3.0
offguardian,9.0,3.7416573867739413,9.1104335791443,9.0,9.0,9.1104335791443,3.7416573867739413,9.0,7.681145747868608,9.899494936611665,7.0710678118654755,9.539392014169456,9.0,10.44030650891055,6.164414002968976,7.3484692283495345,8.366600265340756,11.0,5.916079783099616,5.0,4.242640687119285,8.660254037844387,7.0710678118654755,2.449489742783178,8.831760866327848,12.36931687685298,6.0,7.14142842854285,4.58257569495584,3.1622776601683795,6.708203932499369,6.4031242374328485,6.082762530298219,5.0,8.660254037844387,6.708203932499369,8.306623862918075,8.12403840463596,9.0,7.280109889280518,8.366600265340756,5.196152422706632,4.123105625617661,4.898979485566356,2.449489742783178,7.211102550927978,,2.23606797749979,9.486832980505138,5.0,8.06225774829855,9.0,9.16515138991168,7.0710678118654755,3.605551275463989,5.0,8.602325267042627,5.0,4.242640687119285,8.306623862918075,5.830951894845301,5.656854249492381,3.0,9.0,7.280109889280518,8.306623862918075,2.0,9.539392014169456,6.0,11.224972160321824,4.358898943540674,6.164414002968976,10.723805294763608,4.69041575982343,3.7416573867739413,9.539392014169456
opednews,7.14142842854285,2.8284271247461903,9.0,5.656854249492381,5.656854249492381,9.0,2.8284271247461903,7.14142842854285,5.0990195135927845,4.69041575982343,8.306623862918075,8.602325267042627,8.602325267042627,3.1622776601683795,6.782329983125268,5.196152422706632,1.0,2.8284271247461903,4.0,6.782329983125268,11.090536506409418,8.660254037844387,4.123105625617661,2.23606797749979,4.58257569495584,6.782329983125268,7.681145747868608,6.708203932499369,3.605551275463989,7.0710678118654755,6.48074069840786,7.874007874011811,7.874007874011811,4.69041575982343,8.831760866327848,3.0,3.1622776601683795,8.602325267042627,11.090536506409418,6.708203932499369,5.196152422706632,5.0990195135927845,5.385164807134504,5.0990195135927845,6.324555320336759,9.1104335791443,2.23606797749979,,5.744562646538029,6.164414002968976,3.0,9.486832980505138,1.4142135623730951,7.0710678118654755,5.196152422706632,6.4031242374328485,5.477225575051661,6.48074069840786,5.0,6.48074069840786,4.58257569495584,5.0990195135927845,7.280109889280518,5.916079783099616,7.3484692283495345,9.899494936611665,3.1622776601683795,5.0990195135927845,7.14142842854285,4.47213595499958,5.916079783099616,8.306623862918075,5.656854249492381,7.810249675906654,6.6332495807108,7.54983443527075
pbs,5.0,9.1104335791443,5.656854249492381,9.0,9.0,5.656854249492381,9.1104335791443,5.0,9.433981132056603,5.385164807134504,9.539392014169456,8.602325267042627,4.123105625617661,8.602325267042627,6.708203932499369,7.211102550927978,6.4031242374328485,5.916079783099616,6.928203230275509,2.23606797749979,5.477225575051661,5.0,6.48074069840786,6.48074069840786,8.306623862918075,8.774964387392123,2.0,4.58257569495584,10.099504938362077,8.306623862918075,8.06225774829855,4.242640687119285,6.708203932499369,7.3484692283495345,1.7320508075688772,6.48074069840786,6.708203932499369,6.4031242374328485,4.123105625617661,1.4142135623730951,6.164414002968976,2.23606797749979,9.486832980505138,3.0,2.23606797749979,5.744562646538029,9.486832980505138,5.744562646538029,,7.810249675906654,8.246211251235321,7.681145747868608,12.409673645990857,1.0,10.44030650891055,7.14142842854285,10.677078252031311,7.3484692283495345,8.774964387392123,4.358898943540674,11.40175425099138,4.358898943540674,9.055385138137417,8.660254037844387,4.242640687119285,5.0990195135927845,8.54400374531753,5.744562646538029,8.660254037844387,8.660254037844387,7.0710678118654755,10.816653826391969,6.48074069840786,9.695359714832659,5.385164807134504,3.1622776601683795
peoplesdaily,3.7416573867739413,9.0,9.0,8.602325267042627,8.602325267042627,9.0,9.0,3.7416573867739413,7.874007874011811,7.0710678118654755,8.12403840463596,3.0,5.744562646538029,6.928203230275509,3.7416573867739413,2.0,9.0,8.12403840463596,10.44030650891055,9.1104335791443,2.449489742783178,8.246211251235321,7.0710678118654755,5.0990195135927845,8.12403840463596,10.295630140987,7.874007874011811,6.164414002968976,9.486832980505138,8.0,3.0,6.708203932499369,11.661903789690601,4.58257569495584,7.874007874011811,4.58257569495584,7.280109889280518,10.295630140987,7.54983443527075,9.695359714832659,5.0990195135927845,6.164414002968976,5.385164807134504,8.306623862918075,4.123105625617661,2.23606797749979,5.0,6.164414002968976,7.810249675906654,,5.0990195135927845,5.0,8.94427190999916,3.3166247903554,9.695359714832659,5.0,8.54400374531753,8.660254037844387,8.12403840463596,5.477225575051661,4.123105625617661,6.557438524302,7.615773105863909,6.557438524302,4.69041575982343,9.9498743710662,7.3484692283495345,7.0710678118654755,3.605551275463989,7.54983443527075,7.14142842854285,9.9498743710662,5.0990195135927845,9.0,8.12403840463596,10.295630140987
pjmedia,2.8284271247461903,5.656854249492381,8.602325267042627,9.848857801796104,9.848857801796104,8.602325267042627,5.656854249492381,2.8284271247461903,9.0,11.40175425099138,9.486832980505138,7.681145747868608,9.219544457292887,7.211102550927978,5.477225575051661,7.810249675906654,6.782329983125268,8.602325267042627,2.449489742783178,8.602325267042627,8.660254037844387,8.54400374531753,10.344080432788601,4.123105625617661,9.0,7.0,1.7320508075688772,9.0,5.656854249492381,7.0710678118654755,7.0,3.1622776601683795,3.1622776601683795,5.830951894845301,9.273618495495704,7.3484692283495345,6.48074069840786,6.4031242374328485,9.695359714832659,6.6332495807108,10.44030650891055,6.082762530298219,4.69041575982343,3.1622776601683795,5.477225575051661,5.0990195135927845,8.06225774829855,3.0,8.246211251235321,5.0990195135927845,,6.4031242374328485,4.123105625617661,2.8284271247461903,6.708203932499369,4.69041575982343,6.708203932499369,7.0710678118654755,4.898979485566356,7.3484692283495345,7.810249675906654,7.14142842854285,4.898979485566356,3.7416573867739413,7.681145747868608,3.7416573867739413,4.58257569495584,4.242640687119285,4.58257569495584,3.605551275463989,6.0,9.486832980505138,5.0990195135927845,4.242640687119285,4.123105625617661,7.3484692283495345
propublica,9.1104335791443,9.0,9.848857801796104,9.486832980505138,9.486832980505138,9.848857801796104,9.0,9.1104335791443,7.14142842854285,7.681145747868608,8.06225774829855,8.12403840463596,4.242640687119285,8.602325267042627,7.681145747868608,6.082762530298219,9.433981132056603,7.681145747868608,3.7416573867739413,6.708203932499369,6.0,2.8284271247461903,5.656854249492381,5.0990195135927845,4.242640687119285,6.4031242374328485,2.449489742783178,2.449489742783178,0.0,3.0,4.47213595499958,7.0710678118654755,7.0,5.916079783099616,1.7320508075688772,5.196152422706632,8.06225774829855,9.539392014169456,3.605551275463989,8.717797887081348,5.744562646538029,5.0,8.06225774829855,8.306623862918075,7.483314773547883,5.0990195135927845,9.0,9.486832980505138,7.681145747868608,5.0,6.4031242374328485,,7.0710678118654755,4.58257569495584,5.385164807134504,5.0990195135927845,9.433981132056603,3.1622776601683795,9.539392014169456,6.0,8.602325267042627,9.273618495495704,8.06225774829855,5.744562646538029,3.7416573867739413,7.3484692283495345,7.280109889280518,7.3484692283495345,4.358898943540674,10.488088481701515,8.18535277187245,7.810249675906654,3.1622776601683795,8.246211251235321,7.3484692283495345,10.488088481701515
psychologytoday,9.0,8.602325267042627,9.486832980505138,8.602325267042627,8.602325267042627,9.486832980505138,8.602325267042627,9.0,5.0,5.0990195135927845,9.899494936611665,5.830951894845301,9.273618495495704,5.0990195135927845,5.196152422706632,2.0,3.605551275463989,8.717797887081348,8.54400374531753,5.385164807134504,9.0,8.06225774829855,12.409673645990857,1.4142135623730951,7.483314773547883,9.695359714832659,9.9498743710662,8.717797887081348,8.06225774829855,9.9498743710662,1.0,9.433981132056603,6.782329983125268,5.0,4.47213595499958,7.14142842854285,5.477225575051661,5.0990195135927845,8.831760866327848,3.0,3.3166247903554,4.47213595499958,6.164414002968976,2.449489742783178,2.23606797749979,10.04987562112089,9.16515138991168,1.4142135623730951,12.409673645990857,8.94427190999916,4.123105625617661,7.0710678118654755,,5.0990195135927845,3.0,6.0,8.246211251235321,4.123105625617661,4.242640687119285,7.280109889280518,3.1622776601683795,9.433981132056603,1.0,5.744562646538029,4.47213595499958,5.830951894845301,6.708203932499369,6.4031242374328485,5.0990195135927845,6.4031242374328485,5.830951894845301,4.58257569495584,7.0710678118654755,5.656854249492381,8.54400374531753,9.0
rawstory,5.656854249492381,9.848857801796104,8.602325267042627,10.344080432788601,10.344080432788601,8.602325267042627,9.848857801796104,5.656854249492381,3.7416573867739413,9.433981132056603,4.69041575982343,7.0710678118654755,9.0,7.483314773547883,5.656854249492381,6.557438524302,6.782329983125268,3.4641016151377544,7.3484692283495345,3.605551275463989,5.385164807134504,9.0,4.358898943540674,8.06225774829855,10.63014581273465,8.54400374531753,3.7416573867739413,2.23606797749979,7.3484692283495345,5.385164807134504,1.0,5.0990195135927845,6.164414002968976,7.615773105863909,7.280109889280518,5.477225575051661,7.810249675906654,3.3166247903554,8.48528137423857,8.602325267042627,5.196152422706632,8.602325267042627,6.0,9.433981132056603,7.483314773547883,7.280109889280518,7.0710678118654755,7.0710678118654755,1.0,3.3166247903554,2.8284271247461903,4.58257569495584,5.0990195135927845,,4.47213595499958,7.615773105863909,5.744562646538029,4.898979485566356,6.324555320336759,4.58257569495584,6.782329983125268,4.58257569495584,8.602325267042627,4.58257569495584,7.280109889280518,6.4031242374328485,6.324555320336759,3.1622776601683795,5.0,5.744562646538029,6.48074069840786,5.744562646538029,5.0990195135927845,8.774964387392123,6.48074069840786,6.0
redstate,9.0,9.486832980505138,10.344080432788601,5.0,5.0,10.344080432788601,9.486832980505138,9.0,2.8284271247461903,7.874007874011811,5.385164807134504,8.306623862918075,9.539392014169456,9.486832980505138,11.445523142259598,3.3166247903554,4.123105625617661,4.0,6.4031242374328485,10.392304845413264,5.656854249492381,0.0,7.0710678118654755,7.3484692283495345,4.242640687119285,12.806248474865697,2.449489742783178,2.0,3.0,8.306623862918075,7.615773105863909,9.433981132056603,9.433981132056603,4.123105625617661,7.0,5.744562646538029,7.280109889280518,11.575836902790225,8.54400374531753,7.0,9.899494936611665,3.7416573867739413,3.605551275463989,9.273618495495704,4.58257569495584,7.3484692283495345,3.605551275463989,5.196152422706632,10.44030650891055,9.695359714832659,6.708203932499369,5.385164807134504,3.0,4.47213595499958,,4.58257569495584,3.1622776601683795,7.483314773547883,5.385164807134504,5.477225575051661,3.7416573867739413,2.23606797749979,6.164414002968976,3.605551275463989,7.211102550927978,5.196152422706632,5.385164807134504,6.4031242374328485,7.0710678118654755,5.477225575051661,4.123105625617661,3.0,7.0710678118654755,3.0,4.0,5.385164807134504
reuters,8.602325267042627,8.602325267042627,5.0,5.0,5.0,5.0,8.602325267042627,8.602325267042627,9.1104335791443,9.0,7.0710678118654755,9.539392014169456,8.602325267042627,9.0,6.557438524302,9.273618495495704,7.54983443527075,8.06225774829855,5.196152422706632,4.123105625617661,5.196152422706632,3.3166247903554,11.789826122551595,3.0,7.0710678118654755,3.7416573867739413,7.681145747868608,11.180339887498949,8.306623862918075,4.69041575982343,7.0710678118654755,10.295630140987,0.0,3.0,6.324555320336759,2.449489742783178,3.1622776601683795,2.23606797749979,10.198039027185569,11.180339887498949,4.123105625617661,6.164414002968976,10.63014581273465,8.246211251235321,7.211102550927978,7.280109889280518,5.0,6.4031242374328485,7.14142842854285,5.0,4.69041575982343,5.0990195135927845,6.0,7.615773105863909,4.58257569495584,,7.810249675906654,3.1622776601683795,4.123105625617661,7.54983443527075,3.7416573867739413,3.605551275463989,4.58257569495584,0.0,6.4031242374328485,3.1622776601683795,5.385164807134504,7.0710678118654755,4.0,7.0710678118654755,5.744562646538029,5.196152422706632,2.8284271247461903,5.0990195135927845,5.196152422706632,5.0990195135927845
reveal,9.848857801796104,10.344080432788601,5.0,9.848857801796104,9.848857801796104,5.0,10.344080432788601,9.848857801796104,9.0,7.14142842854285,11.40175425099138,8.12403840463596,8.602325267042627,8.602325267042627,10.44030650891055,9.433981132056603,3.3166247903554,7.3484692283495345,8.12403840463596,1.0,7.681145747868608,6.782329983125268,6.164414002968976,8.306623862918075,5.656854249492381,8.774964387392123,5.656854249492381,3.7416573867739413,4.242640687119285,7.0,6.0,9.055385138137417,7.0,7.0710678118654755,7.14142842854285,7.0710678118654755,1.0,4.58257569495584,5.0,5.477225575051661,6.48074069840786,4.58257569495584,8.06225774829855,4.58257569495584,8.306623862918075,9.38083151964686,8.602325267042627,5.477225575051661,10.677078252031311,8.54400374531753,6.708203932499369,9.433981132056603,8.246211251235321,5.744562646538029,3.1622776601683795,7.810249675906654,,7.14142842854285,8.660254037844387,5.0990195135927845,8.06225774829855,3.605551275463989,2.8284271247461903,5.385164807134504,9.219544457292887,5.0990195135927845,3.3166247903554,7.483314773547883,5.385164807134504,8.12403840463596,4.242640687119285,4.0,2.23606797749979,2.23606797749979,7.0710678118654755,6.928203230275509
rt,9.486832980505138,5.0,9.848857801796104,11.40175425099138,11.40175425099138,9.848857801796104,5.0,9.486832980505138,5.656854249492381,5.0,7.681145747868608,9.486832980505138,3.0,4.123105625617661,3.1622776601683795,6.164414002968976,6.782329983125268,7.0,2.23606797749979,8.246211251235321,9.219544457292887,7.3484692283495345,3.7416573867739413,4.242640687119285,8.06225774829855,7.3484692283495345,7.280109889280518,2.449489742783178,5.744562646538029,7.3484692283495345,4.47213595499958,7.681145747868608,4.47213595499958,5.916079783099616,1.7320508075688772,7.280109889280518,8.48528137423857,10.295630140987,9.695359714832659,7.54983443527075,3.1622776601683795,5.830951894845301,8.06225774829855,9.433981132056603,7.0,6.4031242374328485,5.0,6.48074069840786,7.3484692283495345,8.660254037844387,7.0710678118654755,3.1622776601683795,4.123105625617661,4.898979485566356,7.483314773547883,3.1622776601683795,7.14142842854285,,3.605551275463989,7.0710678118654755,5.0990195135927845,5.916079783099616,5.656854249492381,6.48074069840786,7.0,8.246211251235321,6.0,5.0,5.0990195135927845,6.708203932499369,8.602325267042627,5.0,6.4031242374328485,5.0,8.246211251235321,6.48074069840786
scientificamerican,8.602325267042627,5.0,11.40175425099138,4.58257569495584,4.58257569495584,11.40175425099138,5.0,8.602325267042627,9.0,3.7416573867739413,5.0990195135927845,8.06225774829855,7.681145747868608,5.744562646538029,8.602325267042627,6.782329983125268,7.3484692283495345,3.605551275463989,7.280109889280518,5.916079783099616,7.483314773547883,5.196152422706632,10.344080432788601,5.744562646538029,2.449489742783178,7.874007874011811,4.58257569495584,9.0,10.099504938362077,10.392304845413264,5.385164807134504,9.433981132056603,1.0,7.0710678118654755,6.557438524302,4.242640687119285,6.164414002968976,9.433981132056603,9.273618495495704,9.486832980505138,6.4031242374328485,5.385164807134504,0.0,5.0,7.3484692283495345,7.483314773547883,4.242640687119285,5.0,8.774964387392123,8.12403840463596,4.898979485566356,9.539392014169456,4.242640687119285,6.324555320336759,5.385164807134504,4.123105625617661,8.660254037844387,3.605551275463989,,7.810249675906654,3.605551275463989,7.0710678118654755,5.0990195135927845,5.916079783099616,5.656854249492381,6.48074069840786,7.0,8.246211251235321,6.0,5.0,5.0990195135927845,6.708203932499369,8.602325267042627,5.0,6.4031242374328485,5.0
shadowproof,10.344080432788601,9.848857801796104,4.58257569495584,10.295630140987,10.295630140987,4.58257569495584,9.848857801796104,10.344080432788601,8.602325267042627,2.8284271247461903,9.433981132056603,9.899494936611665,8.12403840463596,9.219544457292887,6.928203230275509,6.708203932499369,5.196152422706632,8.366600265340756,9.433981132056603,8.831760866327848,6.082762530298219,7.211102550927978,8.246211251235321,10.099504938362077,6.4031242374328485,7.0710678118654755,6.0,7.0710678118654755,7.14142842854285,6.082762530298219,8.366600265340756,4.123105625617661,1.0,1.0,6.708203932499369,5.0990195135927845,2.23606797749979,8.602325267042627,3.605551275463989,5.916079783099616,5.477225575051661,8.774964387392123,10.344080432788601,9.433981132056603,8.366600265340756,6.48074069840786,8.306623862918075,6.48074069840786,4.358898943540674,5.477225575051661,7.3484692283495345,6.0,7.280109889280518,4.58257569495584,5.477225575051661,7.54983443527075,5.0990195135927845,7.0710678118654755,7.810249675906654,,4.58257569495584,6.48074069840786,2.0,6.4031242374328485,8.774964387392123,3.1622776601683795,4.58257569495584,8.774964387392123,5.0990195135927845,5.0,4.123105625617661,2.0,7.54983443527075,3.7416573867739413,5.744562646538029,8.12403840463596
slate,5.0,11.40175425099138,10.295630140987,3.7416573867739413,3.7416573867739413,10.295630140987,11.40175425099138,5.0,9.848857801796104,9.1104335791443,7.874007874011811,4.69041575982343,5.830951894845301,4.242640687119285,7.211102550927978,3.7416573867739413,7.211102550927978,1.0,11.0,3.7416573867739413,7.615773105863909,2.0,12.36931687685298,7.14142842854285,5.385164807134504,9.486832980505138,3.3166247903554,7.810249675906654,5.196152422706632,8.246211251235321,2.23606797749979,9.433981132056603,7.615773105863909,8.831760866327848,4.898979485566356,3.7416573867739413,7.0710678118654755,4.898979485566356,3.1622776601683795,5.196152422706632,6.4031242374328485,4.242640687119285,5.656854249492381,6.928203230275509,2.0,11.532562594670797,5.830951894845301,4.58257569495584,11.40175425099138,4.123105625617661,7.810249675906654,8.602325267042627,3.1622776601683795,6.782329983125268,3.7416573867739413,3.7416573867739413,8.06225774829855,5.0990195135927845,3.605551275463989,4.58257569495584,,5.744562646538029,6.4031242374328485,7.3484692283495345,3.7416573867739413,6.557438524302,4.358898943540674,6.48074069840786,5.0,7.280109889280518,7.483314773547883,8.306623862918075,5.385164807134504,5.0990195135927845,5.916079783099616,6.324555320336759
snopes,5.0,4.58257569495584,3.7416573867739413,9.433981132056603,9.433981132056603,3.7416573867739413,4.58257569495584,5.0,9.486832980505138,9.0,9.0,5.385164807134504,7.0710678118654755,9.273618495495704,8.602325267042627,5.477225575051661,2.0,6.4031242374328485,2.8284271247461903,5.916079783099616,9.899494936611665,9.486832980505138,3.605551275463989,5.196152422706632,5.830951894845301,10.63014581273465,6.557438524302,5.196152422706632,7.3484692283495345,7.810249675906654,8.54400374531753,9.486832980505138,7.0710678118654755,8.06225774829855,6.708203932499369,7.280109889280518,3.1622776601683795,10.246950765959598,10.04987562112089,8.602325267042627,6.0,6.4031242374328485,12.409673645990857,5.916079783099616,7.211102550927978,5.916079783099616,5.656854249492381,5.0990195135927845,4.358898943540674,6.557438524302,7.14142842854285,9.273618495495704,9.433981132056603,4.58257569495584,2.23606797749979,3.605551275463989,3.605551275463989,5.916079783099616,7.0710678118654755,6.48074069840786,5.744562646538029,,2.8284271247461903,4.242640687119285,7.0710678118654755,3.3166247903554,4.123105625617661,3.1622776601683795,6.782329983125268,6.082762530298219,1.4142135623730951,9.797958971132712,6.4031242374328485,4.69041575982343,2.449489742783178,3.0
socialistproject,9.848857801796104,10.295630140987,9.433981132056603,8.12403840463596,8.12403840463596,9.433981132056603,10.295630140987,9.848857801796104,8.602325267042627,5.656854249492381,7.14142842854285,7.0710678118654755,8.306623862918075,9.0,5.0990195135927845,7.681145747868608,7.810249675906654,9.0,5.916079783099616,4.0,5.0,1.7320508075688772,8.0,7.3484692283495345,6.4031242374328485,8.12403840463596,10.677078252031311,7.3484692283495345,4.58257569495584,6.782329983125268,1.4142135623730951,3.605551275463989,6.0,7.280109889280518,6.164414002968976,8.774964387392123,6.082762530298219,3.1622776601683795,7.681145747868608,7.280109889280518,7.211102550927978,7.3484692283495345,4.358898943540674,8.94427190999916,8.306623862918075,4.123105625617661,3.0,7.280109889280518,9.055385138137417,7.615773105863909,4.898979485566356,8.06225774829855,1.0,8.602325267042627,6.164414002968976,4.58257569495584,2.8284271247461903,5.656854249492381,5.0990195135927845,2.0,6.4031242374328485,2.8284271247461903,,5.0,6.164414002968976,6.164414002968976,3.1622776601683795,8.06225774829855,6.708203932499369,8.0,10.0,4.123105625617661,8.602325267042627,4.242640687119285,1.7320508075688772,5.0990195135927845
spectator,11.40175425099138,3.7416573867739413,8.12403840463596,4.123105625617661,4.123105625617661,8.12403840463596,3.7416573867739413,11.40175425099138,10.344080432788601,9.0,5.0,11.40175425099138,9.539392014169456,9.539392014169456,7.483314773547883,5.196152422706632,6.082762530298219,6.782329983125268,8.12403840463596,6.928203230275509,6.782329983125268,4.242640687119285,6.557438524302,4.58257569495584,4.69041575982343,9.0,7.874007874011811,3.605551275463989,8.12403840463596,6.164414002968976,2.23606797749979,9.899494936611665,4.47213595499958,2.0,8.306623862918075,2.449489742783178,4.58257569495584,8.602325267042627,3.7416573867739413,11.575836902790225,4.123105625617661,5.385164807134504,7.0710678118654755,9.486832980505138,2.449489742783178,6.4031242374328485,9.0,5.916079783099616,8.660254037844387,6.557438524302,3.7416573867739413,5.744562646538029,5.744562646538029,4.58257569495584,3.605551275463989,0.0,5.385164807134504,6.48074069840786,5.916079783099616,6.4031242374328485,7.3484692283495345,4.242640687119285,5.0,,6.324555320336759,2.449489742783178,3.0,6.708203932499369,3.605551275463989,7.3484692283495345,1.4142135623730951,7.14142842854285,8.660254037844387,2.449489742783178,5.385164807134504,7.810249675906654
strategicculture,4.58257569495584,9.433981132056603,4.123105625617661,7.0710678118654755,7.0710678118654755,4.123105625617661,9.433981132056603,4.58257569495584,5.0,8.602325267042627,3.7416573867739413,7.681145747868608,8.12403840463596,8.602325267042627,9.486832980505138,5.656854249492381,2.0,9.433981132056603,8.602325267042627,10.44030650891055,2.23606797749979,11.090536506409418,8.660254037844387,8.12403840463596,5.916079783099616,5.196152422706632,10.099504938362077,7.810249675906654,7.0710678118654755,7.0,10.488088481701515,7.874007874011811,5.385164807134504,10.099504938362077,7.3484692283495345,8.774964387392123,9.486832980505138,6.48074069840786,9.0,2.449489742783178,4.242640687119285,4.58257569495584,11.789826122551595,7.681145747868608,7.810249675906654,11.224972160321824,7.280109889280518,7.3484692283495345,4.242640687119285,4.69041575982343,7.681145747868608,3.7416573867739413,4.47213595499958,7.280109889280518,7.211102550927978,6.4031242374328485,9.219544457292887,7.0,5.656854249492381,8.774964387392123,3.7416573867739413,7.0710678118654755,6.164414002968976,6.324555320336759,,4.358898943540674,4.242640687119285,3.7416573867739413,3.0,1.7320508075688772,5.916079783099616,4.242640687119285,5.0990195135927845,3.605551275463989,5.0,6.0
techcrunch,10.295630140987,8.12403840463596,7.0710678118654755,9.899494936611665,9.899494936611665,7.0710678118654755,8.12403840463596,10.295630140987,5.0,9.848857801796104,2.8284271247461903,5.0990195135927845,9.486832980505138,8.602325267042627,9.0,11.445523142259598,6.557438524302,3.605551275463989,7.681145747868608,2.449489742783178,9.1104335791443,5.477225575051661,8.660254037844387,7.0710678118654755,6.557438524302,8.12403840463596,3.605551275463989,8.06225774829855,4.123105625617661,5.830951894845301,3.3166247903554,9.0,8.366600265340756,6.164414002968976,6.48074069840786,6.48074069840786,5.656854249492381,4.123105625617661,4.123105625617661,7.54983443527075,3.605551275463989,5.830951894845301,6.164414002968976,9.055385138137417,6.708203932499369,4.123105625617661,8.306623862918075,9.899494936611665,5.0990195135927845,9.9498743710662,3.7416573867739413,7.3484692283495345,5.830951894845301,6.4031242374328485,5.196152422706632,3.1622776601683795,5.0990195135927845,8.246211251235321,6.48074069840786,3.1622776601683795,6.557438524302,3.3166247903554,6.164414002968976,2.449489742783178,4.358898943540674,,6.557438524302,6.557438524302,1.4142135623730951,4.242640687119285,5.385164807134504,5.196152422706632,3.3166247903554,7.0710678118654755,6.164414002968976,7.0
